Grade Level,Student Number,Gender,Race,Hispanic / Latino,LEP Indicator Code,IEP,Eligible for Free or Reduced Lunch,Has Special Education Enrollment TX,Homeless,Foster Care,Has Active at Risk,Language Description,Status of Enrollment
08 - 08,273086,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,271234,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,274047,M - Male,White,True,,No,No,No,Not Applicable,Foster Care,Yes,ENGLISH,Active
08 - 08,286363,F - Female,White,True,F,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,273136,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,284066,M - Male,White,True,,Yes,No,Yes,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,271275,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,286703,F - Female,Pacific Isl,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,286121,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,281532,F - Female,White,True,C,Yes,No,Yes,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,285578,M - Male,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,SPANISH,Active
08 - 08,273349,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,272967,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,287690,M - Male,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,275577,M - Male,White,True,,Yes,No,Yes,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,290904,M - Male,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,SPANISH,Active
08 - 08,273331,F - Female,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,273464,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,291257,M - Male,Multi-Race,True,,Yes,No,Yes,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,273478,M - Male,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,275593,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,273332,F - Female,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,SPANISH,Active
08 - 08,272056,M - Male,Amer Indian,True,C,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,270897,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,283399,F - Female,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,275432,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,289172,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,273352,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,274167,M - Male,White,True,,Yes,No,Yes,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,272001,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,276185,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,274116,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,270927,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,273209,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,271455,M - Male,White,True,,Yes,No,Yes,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,289684,M - Male,White,False,,Yes,No,Yes,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,286323,F - Female,White,True,C,Yes,No,Yes,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,275433,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,273633,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,275490,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,270405,M - Male,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,SPANISH,Active
08 - 08,272815,M - Male,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,SPANISH,Active
08 - 08,273357,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,273733,F - Female,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,275141,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,271140,M - Male,White,True,F,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,272828,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,273775,M - Male,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,273476,M - Male,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,SPANISH,Active
08 - 08,273353,M - Male,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,SPANISH,Active
08 - 08,274063,M - Male,Amer Indian,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,275478,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,275474,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,277616,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,273628,F - Female,Amer Indian,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,273577,F - Female,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,273192,M - Male,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,274731,M - Male,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,274818,F - Female,White,True,,Yes,No,Yes,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,271284,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,285350,M - Male,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,SPANISH,Active
08 - 08,275377,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,273574,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,271291,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,272834,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,272921,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,289715,M - Male,White,True,,Yes,No,Yes,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,274060,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,278655,M - Male,White,True,F,No,No,No,Not Applicable,Not Applicable,Yes,SPANISH,Active
08 - 08,273468,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,273469,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,273732,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,272818,M - Male,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,273488,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,276026,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,273362,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,272905,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,272853,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,273797,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,287345,M - Male,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,SPANISH,Active
08 - 08,273148,F - Female,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,SPANISH,Active
08 - 08,288696,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,273442,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,273253,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,274044,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,273336,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,290899,M - Male,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,SPANISH,Active
08 - 08,272742,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,272966,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,276027,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,273457,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,272819,M - Male,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,277003,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,287253,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,276031,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,288523,M - Male,Amer Indian,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,274042,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,273123,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,276874,F - Female,White,False,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,273365,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,275406,M - Male,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,274012,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,272820,M - Male,White,True,F,No,No,No,Not Applicable,Not Applicable,Yes,SPANISH,Active
08 - 08,284353,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,273931,M - Male,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,SPANISH,Active
08 - 08,286938,F - Female,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,273366,F - Female,White,True,,No,No,No,Homeless,Not Applicable,No,ENGLISH,Active
08 - 08,273367,F - Female,White,True,,No,No,No,Homeless,Not Applicable,Yes,ENGLISH,Active
08 - 08,273194,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,271102,F - Female,White,True,,Yes,No,Yes,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,282654,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,274037,M - Male,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,SPANISH,Active
08 - 08,273467,M - Male,White,True,3,No,No,No,Not Applicable,Not Applicable,No,SPANISH,Active
08 - 08,271927,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,273445,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,284175,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,275443,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,290897,F - Female,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,SPANISH,Active
08 - 08,290902,F - Female,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,SPANISH,Active
08 - 08,273695,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,289358,F - Female,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,285665,M - Male,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,285618,M - Male,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,SPANISH,Active
08 - 08,287634,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,274942,F - Female,White,True,,Yes,No,Yes,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,272857,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,273371,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,274111,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,271805,F - Female,Amer Indian,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,274918,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,272854,M - Male,White,True,C,No,No,No,Not Applicable,Not Applicable,No,SPANISH,Active
08 - 08,273339,F - Female,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,SPANISH,Active
08 - 08,272837,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,275605,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,287856,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,280384,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,269055,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,289115,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,275445,M - Male,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,SPANISH,Active
08 - 08,288656,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,273373,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,271325,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,274033,M - Male,White,True,F,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,272059,F - Female,Black,True,,Yes,No,Yes,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,275387,M - Male,Amer Indian,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,290132,M - Male,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,SPANISH,Active
08 - 08,274107,M - Male,White,True,,Yes,No,Yes,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,274324,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,290888,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,277080,F - Female,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,286384,F - Female,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,SPANISH,Active
08 - 08,276606,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,287759,M - Male,White,True,,Yes,No,Yes,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,274259,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,270876,M - Male,White,True,,No,No,No,Homeless,Not Applicable,Yes,ENGLISH,Active
08 - 08,290890,M - Male,Amer Indian,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,281336,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,288945,M - Male,Amer Indian,True,C,No,No,No,Not Applicable,Not Applicable,Yes,SPANISH,Active
08 - 08,273143,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,274721,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,274011,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,290189,M - Male,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,SPANISH,Active
08 - 08,272825,M - Male,White,True,5,No,No,No,Not Applicable,Not Applicable,No,SPANISH,Active
08 - 08,273526,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,280471,M - Male,Black,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,273924,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,SPANISH,Active
08 - 08,285276,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,273665,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,286706,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,275057,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,287439,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,273341,M - Male,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,SPANISH,Active
08 - 08,285785,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,287191,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,273376,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,273167,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,281423,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,273383,M - Male,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,SPANISH,Active
08 - 08,271902,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,286389,M - Male,White,True,,Yes,No,Yes,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,278274,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,285475,M - Male,White,True,,Yes,No,Yes,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,273737,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,270684,M - Male,Asian,True,,Yes,No,Yes,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,288641,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,283315,F - Female,Amer Indian,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,280635,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,273517,F - Female,White,True,3,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,276963,M - Male,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,273124,M - Male,White,True,4,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,276175,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,275386,F - Female,Amer Indian,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,288821,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,273908,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,273584,M - Male,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,286522,M - Male,White,True,,Yes,No,Yes,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,275516,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,272779,M - Male,White,True,,Yes,No,Yes,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,273910,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,286182,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,276713,M - Male,White,True,4,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,276707,F - Female,White,True,4,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,276706,M - Male,White,True,4,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,290173,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,286178,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,289447,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,288706,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,273904,F - Female,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,283533,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,289764,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,271417,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,271441,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,278409,F - Female,White,True,F,No,No,No,Not Applicable,Not Applicable,Yes,SPANISH,Active
08 - 08,273901,F - Female,White,True,4,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,290654,M - Male,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,275945,M - Male,White,True,C,Yes,No,Yes,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,273147,F - Female,White,True,F,No,No,No,Not Applicable,Not Applicable,Yes,SPANISH,Active
08 - 08,289402,F - Female,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,SPANISH,Active
08 - 08,284051,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,286210,F - Female,Amer Indian,True,F,No,No,No,Not Applicable,Not Applicable,Yes,SPANISH,Active
08 - 08,273914,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,275001,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,274179,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,280009,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,290013,F - Female,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,281699,F - Female,Black,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,272878,F - Female,Multi-Race,False,,Yes,No,Yes,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,279352,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,274467,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,276229,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,284017,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,278209,M - Male,Amer Indian,True,,Yes,No,Yes,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,285320,F - Female,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,SPANISH,Active
08 - 08,273285,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,273916,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,286267,F - Female,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,SPANISH,Active
08 - 08,275872,M - Male,White,True,3,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,285736,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,274321,M - Male,White,True,,Yes,No,Yes,Not Applicable,Not Applicable,No,SPANISH,Active
08 - 08,282160,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,285312,M - Male,Black,False,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,273968,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,273918,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,273289,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,273145,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,272980,F - Female,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,280637,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,274420,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,273097,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,273146,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,273054,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,272922,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,273921,F - Female,Amer Indian,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,287180,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,274337,M - Male,Amer Indian,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,279197,M - Male,White,True,C,Yes,No,Yes,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,287992,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,275918,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,286143,M - Male,Black,False,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,273975,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,284144,M - Male,Black,False,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,288279,M - Male,White,True,F,No,No,No,Not Applicable,Not Applicable,Yes,SPANISH,Active
